brand,model,variant,locality,rto,fuel_type,transmission,seller_type,color,vehicle_age,odometer_reading,km_per_year,owner_count,certified,pincode,selling_price,split
toyota,urban cruiser,high grade mt,division ka,ka-04,petrol,manual,dealer,unknown,6.0,78637.0,13106.2,1,1.0,,714000.0,train
maruti suzuki,alto k10,vxi,whitefield,ka-05,petrol,manual,dealer,unknown,8.0,31197.0,3899.6,1,1.0,560066.0,305518.0,train
renault,kwid,climber (o,begur,ka-33,petrol,manual,dealer,blue,6.0,104568.0,17428.0,2,1.0,560068.0,359588.0,train
maruti suzuki,vitara brezza,zxi plus at shvs,unknown,ka-03,petrol,automatic,dealer,unknown,4.0,23500.0,5875.0,1,1.0,,1054000.0,train
maruti suzuki,alto k10,vxi (o) amt,mysore road,ka-05,petrol,automatic,dealer,silver,9.0,31500.0,3500.0,1,1.0,560039.0,366000.0,train
tata,nano,twist xt,hebbal,ka-41,petrol,manual,dealer,purple,11.0,72189.0,6562.6,3,1.0,560064.0,126086.0,train
hyundai,grand i10,sportz kappa,unknown,ka-51,petrol,manual,dealer,unknown,7.0,33152.0,4736.0,1,,,518765.0,train
maruti suzuki,alto k10,vxi,hebbal,ka-51,petrol,manual,dealer,red,14.0,46000.0,3285.7,1,0.0,562157.0,221000.0,train
mg,astor,sharp cvt,begur,ka-05,petrol,automatic,dealer,white,4.0,24111.0,6027.8,1,1.0,560068.0,1200000.0,train
mahindra,xuv300,w6,whitefield,ka-50,diesel,manual,dealer,white,7.0,61041.0,8720.1,1,1.0,560066.0,641800.0,train
hyundai,i20,asta,sannatammanahalli j i huskur,ka-51,petrol,manual,dealer,unknown,13.0,90646.0,6972.8,1,1.0,,369000.0,train
volkswagen,vento,highline,unknown,mh-02,diesel,manual,dealer,unknown,12.0,76861.0,6405.1,1,,,287000.0,train
maruti suzuki,swift,vxi,unknown,ka-01,petrol,manual,dealer,unknown,10.0,109111.0,10911.1,1,,,400000.0,train
renault,kwid,rxt,whitefield,ka-25,petrol,manual,dealer,unknown,10.0,39000.0,3900.0,1,0.0,560066.0,300000.0,train
hyundai,eon,magna,unknown,ka-51,petrol,manual,dealer,unknown,13.0,39000.0,3000.0,1,0.0,,236000.0,train
maruti suzuki,swift,vxi amt,malleshwaram,ka-03,petrol,automatic,dealer,silver,2.0,35500.0,17750.0,1,0.0,560003.0,663000.0,train
mg,hector,sharp cvt,whitefield,ka-51,petrol,automatic,dealer,grey,4.0,27929.0,6982.2,1,1.0,560066.0,1235647.0,train
tata,nexon,xm,whitefield,ka-19,petrol,manual,dealer,grey,7.0,113794.0,16256.3,1,1.0,560066.0,470100.0,train
kia,seltos,gtx plus dct,nexus shanti niketan mall,ka-53,petrol,automatic,dealer,unknown,3.0,28000.0,9333.3,1,1.0,560066.0,1519000.0,train
tata,safari,xza plus,gandhi nagar,ka-19,diesel,automatic,dealer,black,4.0,93967.0,23491.8,1,1.0,560009.0,1358856.0,train
hyundai,i20,asta (o) dct,unknown,ka-22,petrol,automatic,dealer,unknown,3.0,58000.0,19333.3,1,1.0,,858000.0,train
hyundai,i20,asta (o,unknown,ka-05,petrol,manual,dealer,unknown,10.0,39000.0,3900.0,1,1.0,,539000.0,train
hyundai,grand i10 nios,magna kappa,malleshwaram,ka-17,petrol,manual,dealer,white,5.0,42000.0,8400.0,2,1.0,560003.0,476000.0,train
maruti suzuki,dzire,zdi,near bosch gate adugodi,ka-35,diesel,manual,dealer,white,10.0,88848.0,8884.8,2,1.0,560064.0,585000.0,train
hyundai,verna,fluidic,hebbal,ka-02,petrol,manual,dealer,red,11.0,109359.0,9941.7,1,1.0,560023.0,345500.0,train
hyundai,xcent,s,mysore road,ka-03,petrol,manual,dealer,blue,12.0,108500.0,9041.7,2,0.0,560039.0,317000.0,train
honda,amaze,sx,hebbal,ka-04,petrol,manual,dealer,unknown,12.0,49984.0,4165.3,2,1.0,560023.0,310000.0,train
hyundai,eon,era +,whitefield,ka-51,petrol,manual,dealer,red,13.0,53916.0,4147.4,1,1.0,560066.0,205000.0,train
maruti suzuki,alto,vxi,malleshwaram,wb-08,petrol,manual,dealer,unknown,10.0,53500.0,5350.0,1,0.0,560003.0,257000.0,train
renault,triber,rxz,nagarbhavi,ka-02,petrol,manual,dealer,silver,4.0,103541.0,25885.2,1,1.0,560066.0,560000.0,train
maruti suzuki,swift,vxi,peenya,ka-03,petrol,manual,dealer,red,8.0,65466.0,8183.2,1,0.0,560073.0,300000.0,train
tata,tiago,xza,yeshwanthpur,ka-03,petrol,automatic,dealer,red,9.0,30705.0,3411.7,2,1.0,560022.0,346856.0,train
ford,freestyle,titanium,yeshwanthpur,ka-05,petrol,manual,dealer,black,8.0,66716.0,8339.5,1,1.0,560022.0,427078.0,train
datsun,go,t,whitefield,tn-04,petrol,manual,dealer,blue,12.0,56119.0,4676.6,1,1.0,560066.0,151605.0,train
hyundai,creta,sx (o) 7 dct,hebbal,ka-53,petrol,automatic,dealer,unknown,4.0,17000.0,4250.0,1,1.0,560103.0,1628000.0,train
honda,city,vx,mysore road,ka-04,diesel,manual,dealer,grey,12.0,150000.0,12500.0,1,0.0,560039.0,469000.0,train
kia,seltos,htx ivt,hebbal,ka-51,petrol,automatic,dealer,unknown,3.0,23500.0,7833.3,1,1.0,560103.0,1270000.0,train
maruti suzuki,swift,zxi amt,hebbal,ka-51,petrol,automatic,dealer,red,7.0,75554.0,10793.4,1,1.0,560064.0,493200.0,train
maruti suzuki,new wagon-r,lxi,vaddarapalya ragavendra industrial estate bengal,ts-08,cng,manual,dealer,unknown,5.0,134558.0,26911.6,1,1.0,,420000.0,train
hyundai,grand i10 nios,sportz amt kappa,hebbal,ka-03,petrol,automatic,dealer,white,7.0,61473.0,8781.9,2,1.0,560064.0,425000.0,train
hyundai,grand i10,asta at kappa,unknown,ka-04,petrol,automatic,dealer,unknown,9.0,37468.0,4163.1,1,,,453000.0,train
mahindra,xuv700,ax 7 p at 7 str,whitefield,ka-03,petrol,automatic,dealer,blue,4.0,69216.0,17304.0,1,1.0,560066.0,1549000.0,train
mahindra,xuv700,ax 5 d at 5 str,hebbal,ka-02,diesel,automatic,dealer,unknown,4.0,81727.0,20431.8,1,1.0,560023.0,1495000.0,train
hyundai,venue,sx plus dct,hebbal,ka-04,petrol,automatic,dealer,white,6.0,59393.0,9898.8,3,1.0,560064.0,653346.0,train
maruti suzuki,baleno,zeta,yeshwanthpur,ka-04,petrol,manual,dealer,unknown,10.0,70773.0,7077.3,1,1.0,560022.0,461600.0,train
hyundai,i20,asta,kattigenahalli,ka-04,petrol,manual,dealer,blue,12.0,58798.0,4899.8,2,1.0,560066.0,450000.0,train
hyundai,santro xing,xl,hbr layout,ka-04,petrol,manual,dealer,black,20.0,70408.0,3520.4,2,1.0,560066.0,110000.0,train
maruti suzuki,ciaz,zxi+,yeshwanthpur,ka-51,petrol,manual,dealer,brown,10.0,98184.0,9818.4,2,1.0,560022.0,400900.0,train
mahindra,xuv300,w4,mj lifestyle astro chikkanagamangala,ka-51,petrol,manual,dealer,unknown,6.0,46264.0,7710.7,1,1.0,,620000.0,train
hyundai,creta,sx plus at,whitefield,ka-05,diesel,automatic,dealer,white,11.0,98137.0,8921.5,2,1.0,560066.0,660000.0,train
hyundai,grand i10,asta kappa (o,nexus shanti niketan mall,ka-01,petrol,manual,dealer,orange,10.0,32500.0,3250.0,2,0.0,560066.0,407000.0,train
kia,seltos,gtx plus at,jp nagar,ka-01,diesel,automatic,dealer,blue,4.0,36089.0,9022.2,1,1.0,560078.0,1590000.0,train
honda,jazz,v at,yeshwanthpur,ka-05,petrol,automatic,dealer,white,11.0,36879.0,3352.6,2,1.0,560022.0,390000.0,train
maruti suzuki,wagon r,vxi,whitefield,ka-02,petrol,manual,dealer,silver,12.0,132169.0,11014.1,2,1.0,560066.0,249352.0,train
nissan,magnite,xv amt ez shift dt,hebbal,ka-01,petrol,automatic,dealer,unknown,2.0,13857.0,6928.5,1,1.0,560064.0,703258.0,train
hyundai,new santro,sportz mt,whitefield,ka-30,petrol,manual,dealer,white,7.0,67087.0,9583.9,1,1.0,560066.0,322400.0,train
maruti suzuki,ertiga,zxi,hebbal,ka-01,petrol,manual,dealer,white,9.0,88428.0,9825.3,1,1.0,560064.0,670000.0,train
maruti suzuki,celerio,vxi amt,unknown,ka-02,petrol,automatic,dealer,unknown,12.0,92000.0,7666.7,1,0.0,,308000.0,train
maruti suzuki,xl6,alpha mt,hebbal,ka-41,petrol,manual,dealer,unknown,5.0,41502.0,8300.4,1,1.0,560064.0,899000.0,train
maruti suzuki,wagon r,lxi,yeshwanthpur,ka-02,petrol,manual,dealer,grey,1.0,4347.0,4347.0,1,1.0,560057.0,535000.0,train
renault,kiger,rxt (o) mt,whitefield,ka-53,petrol,manual,dealer,black,2.0,9301.0,4650.5,1,1.0,560066.0,611000.0,train
honda,city,zx cvt,bannerghatta,ka-01,petrol,automatic,dealer,brown,9.0,30000.0,3333.3,1,1.0,560076.0,831000.0,train
tata,altroz,xza plus dark edtion,kannamangala,ka-53,petrol,automatic,dealer,black,4.0,13514.0,3378.5,1,1.0,560066.0,789000.0,train
mahindra,thar,lx ht 4wd at,hsr layout,24bh,petrol,automatic,dealer,unknown,2.0,12500.0,6250.0,1,1.0,560102.0,1580000.0,train
maruti suzuki,celerio,vxi,whitefield,ka-51,petrol,manual,dealer,unknown,11.0,95484.0,8680.4,1,1.0,560066.0,288596.0,train
renault,triber,rxz amt,tippanahalli cross government hospital goudur kanasu mane,ka-04,petrol,automatic,dealer,white,3.0,25774.0,8591.3,2,1.0,560066.0,650000.0,train
hyundai,i20,asta mt,unknown,ka-25,petrol,manual,dealer,unknown,0.0,10500.0,21000.0,1,1.0,,919000.0,train
hyundai,grand i10,sportz (o) kappa,bannerghatta,ka-02,petrol,manual,dealer,red,8.0,52000.0,6500.0,3,0.0,560076.0,420000.0,train
maruti suzuki,swift,zxi,kengeri,ka-41,petrol,manual,dealer,red,14.0,30644.0,2188.9,1,1.0,560060.0,442000.0,train
renault,kwid,rxt (o,whitefield,ka-02,petrol,manual,dealer,white,7.0,67065.0,9580.7,2,1.0,560066.0,255000.0,train
maruti suzuki,brezza,zxi + smart,whitefield,ka-11,petrol,manual,dealer,white,1.0,11651.0,11651.0,1,1.0,560009.0,1300000.0,train
renault,duster,85 ps rxl 4x2 mt adventure edition,hebbal,ka-06,diesel,manual,dealer,grey,10.0,94361.0,9436.1,3,1.0,560064.0,382045.0,train
hyundai,i20,asta cvt,hebbal,ka-02,petrol,automatic,dealer,unknown,8.0,69853.0,8731.6,1,1.0,560064.0,626791.0,train
maruti suzuki,baleno,alpha at,malleshwaram,ka-05,petrol,automatic,dealer,unknown,8.0,48500.0,6062.5,1,1.0,560003.0,587000.0,train
ford,ecosport,titanium,unknown,ka-51,diesel,manual,unknown,unknown,10.0,137657.0,13765.7,1,,,561000.0,train
hyundai,grand i10 nios,sportz kappa,bannerghatta,ka-01,petrol,manual,dealer,grey,4.0,22000.0,5500.0,1,1.0,560076.0,617000.0,train
hyundai,creta,sx plus at,whitefield,ka-05,diesel,automatic,dealer,unknown,11.0,98137.0,8921.5,2,1.0,,700000.0,train
hyundai,grand i10,sportz kappa,nehru nagar,ka-04,petrol,manual,dealer,white,9.0,104995.0,11666.1,1,1.0,560066.0,400000.0,train
renault,kwid,rxt amt (o,malleshwaram,ka-51,petrol,automatic,dealer,silver,5.0,33500.0,6700.0,2,0.0,560003.0,377000.0,train
tata,altroz,creative s 5mt,hebbal,ka-11,diesel,manual,dealer,unknown,1.0,19000.0,19000.0,1,1.0,562157.0,953000.0,train
maruti suzuki,dzire,vxi,unknown,ka-51,petrol,manual,unknown,unknown,14.0,103571.0,7397.9,1,,,300000.0,train
tata,nexon,xz plus (o,whitefield,ka-05,petrol,manual,dealer,green,5.0,41663.0,8332.6,2,1.0,560066.0,727500.0,train
tata,safari,4x2 ex dicor vtt,hbr layout,ka-09,diesel,manual,dealer,black,17.0,136920.0,8054.1,2,1.0,560066.0,250000.0,train
hyundai,i10,sportz irde2,malleshwaram,ka-04,petrol,manual,dealer,unknown,12.0,104000.0,8666.7,1,0.0,560003.0,272000.0,train
skoda,rapid,cr style plus at,whitefield,ka-01,diesel,automatic,dealer,brown,10.0,92976.0,9297.6,1,1.0,560066.0,369000.0,train
maruti suzuki,wagon r,vxi,hebbal,ka-04,petrol,manual,dealer,grey,13.0,69184.0,5321.8,3,1.0,560064.0,204172.0,train
volkswagen,polo,highline plus,hebbal,ka-05,petrol,manual,dealer,grey,8.0,58000.0,7250.0,1,1.0,562157.0,591000.0,train
ford,ecosport,titanium ti-vct,hebbal,ka-02,petrol,manual,dealer,brown,10.0,61000.0,6100.0,1,1.0,562157.0,552000.0,train
ford,figo aspire,ambiente,kr puram,ka-01,petrol,manual,dealer,unknown,7.0,19074.0,2724.9,1,1.0,560036.0,430000.0,train
ford,ecosport,titanium,hebbal,ka-51,diesel,manual,dealer,unknown,9.0,105639.0,11737.7,1,1.0,560023.0,543159.0,train
ford,new figo,titanium mt,hebbal,ka-03,petrol,manual,dealer,unknown,10.0,75500.0,7550.0,1,1.0,560064.0,342501.0,train
hyundai,exter,sx(o) connect amt,unknown,ka-19,petrol,automatic,unknown,unknown,3.0,52517.0,17505.7,1,,,768817.0,train
maruti suzuki,eeco,5 str ac,lingarajpuram lingarajpuram,ka-03,petrol,manual,dealer,silver,3.0,39984.0,13328.0,1,1.0,560066.0,500000.0,train
honda,city,sv,unknown,ka-05,petrol,manual,unknown,unknown,10.0,97468.0,9746.8,1,,,419000.0,train
hyundai,grand i10,sportz kappa,whitefield,ka-03,petrol,manual,dealer,silver,12.0,73666.0,6138.8,2,1.0,560066.0,331323.0,train
maruti suzuki,swift,zxi,hebbal,ka-50,petrol,manual,dealer,unknown,3.0,69796.0,23265.3,1,1.0,560064.0,628092.0,train
maruti suzuki,celerio,zxi amt,yeshwanthpur,ka-05,petrol,automatic,dealer,silver,9.0,69455.0,7717.2,1,1.0,560022.0,355000.0,train
maruti suzuki,alto,lxi o,hebbal,ka-51,petrol,manual,dealer,silver,9.0,42248.0,4694.2,1,1.0,560064.0,200000.0,train
renault,triber,rxl mt,koramangala,ka-01,petrol,manual,dealer,unknown,3.0,17635.0,5878.3,1,1.0,560034.0,560892.0,train
volkswagen,polo,highline1.2l,koramangala,ka-19,petrol,manual,dealer,unknown,14.0,107764.0,7697.4,1,1.0,560034.0,280000.0,train
hyundai,verna,fluidic sx,whitefield,ka-04,petrol,manual,dealer,white,11.0,48500.0,4409.1,2,0.0,560066.0,460000.0,train
maruti suzuki,vitara brezza,vxi at shvs,whitefield,ka-52,petrol,automatic,dealer,unknown,5.0,78550.0,15710.0,2,1.0,560066.0,638900.0,train
hyundai,creta,mt dsl sx(o,hebbal,ka-06,diesel,manual,dealer,white,2.0,46500.0,23250.0,1,1.0,562157.0,1723000.0,train
maruti suzuki,new wagon-r,lxi,vaddarapalya ragavendra industrial estate bengal,ts-08,cng,manual,dealer,grey,5.0,134558.0,26911.6,1,1.0,560102.0,379999.0,train
